filename,transcription
call_154.mp3,how can I help you hi this is Patricia from the store Big 5 on Green Valley I have a person that is robbing me right now of my firearms I need police to the store immediately okay if you still in the store you still in the store and he is he is getting my gun and he is breaking the walk with tools okay Hispanic about how old he is born 2020 and 7550 where are you I am in my office are you open for business he is he's not walking towards outside the store he is in the front of the store he's walking towards the front of the store he is not leaving the store he is right at my doors I think that there is probably maybe he's waiting for some other people and he's going to get more okay okay okay okay okay and did you see anyone else with him know he's by himself he loaded the gun loaded again and he's walking back towards me oh my God he just fired he just fired she just fired he's walking back towards me I don't know I just got underneath the desk okay okay okay we're on our way they should be there momentarily anyone hit do you know not that I know of I know my cashier where is he do you know I don't know I'm under my desk lighting I'm sorry okay okay okay thank you know just one just one shot again what are you here and more shots are in there was there ever a second suspect or just that one man if I was someone else but there was no one else suspicious walking around the store next to somebody else came in the store I don't know it was just him and me and him so I was making the transaction and usually when I make the transaction on I'm looking around it's just kind of weird to do that to make sure that nothing else and there was nobody else that came in that look like the officers office
call_740.mp3,901 emergency
call_716.mp3,May 1st 2010 the time 9:31 p.m. North Carolina and the phone number that you called OK Google
call_272.mp3,911 unique police fire on ambulances please this is the place I'm going to help you I'm calling me cuz I'm at the park and my son is it what park are you at now I'm at I'm at home you wondering 128 on Shaker Boulevard
call_559.mp3,send recorded on April 28th 2009 at 3:23 on channel 4911 emergency fire department
call_197.mp3,9114.005 so you were in the bathroom where was The Gun Room okay so you ran into the bedroom and got the gun and he had a night so he was coming to you
call_17.mp3,on Route 7 right here in Abingdon Avenue
call_473.mp3,Transcription service error: recognition request failed: Bad Request
call_64.mp3,Transcription service error: recognition request failed: Bad Request
call_439.mp3,play May 31st 2014 the time 10:31 2014
call_628.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_490.mp3,911 worship music
call_89.mp3,21 21st Avenue
call_319.mp3,seven brothers and I went to my vehicle right now I came back here for me about Dollar Store
call_66.mp3,71134 airplane just went down off of in Corona an airplane with him where did it go down at the Chevy dealership
call_247.mp3,911 location emergency specifically asked for a little turkey and a little ham and a lot of cheese and a lot of mayonnaise and they give me a hard time with him because you don't like the way that they're making your sandwich capital
call_664.mp3,911 where's your emergency emergency
call_733.mp3,Transcription service error: recognition request failed: Bad Request
call_731.mp3,it's on the East 13th Street it's between Waller Street and Navasota East 13th Street
call_525.mp3,where is Google
call_451.mp3,Transcription service error: recognition request failed: Bad Request
call_562.mp3,Manitowoc County 911 what is the address of the emergency what I did was I left a message on the owner's phone I did leave a message
call_679.mp3,911 what is your emergency I need an ambulance to come to the house what's your address map 301 Garden Road Brunswick Georgia 31523 301 Baumgardner 266 can you get to the store
call_293.mp3,I have a suicidal teenager at house 503 Nighthawk drive I need an ambulance immediately what's your name calm down and tell me your address again excuse me tell me your address ma'am 503 Nighthawk drive and your phone number their tell me exactly what happened it's still happening he is trying to kill himself period
call_283.mp3,911 North 7th Ave in my shop to 11 North 7th Avenue
call_112.mp3,San Jose emergency what are you reporting hi I have I need somebody escorted out of my store right away he's causing problems okay Mike is he fighting with people yeah he's fighting with somebody right now okay is it a physical fight or verbal verbal what is the address we need to come out to what is the address 4045 how old is the how old is the guy that shot covers okay thank you for calling okay thank you so much
call_582.mp3,Transcription service error: recognition request failed: Bad Request
call_54.mp3,Transcription service error: recognition request failed: Bad Request
call_656.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_447.mp3,New Hanover County 911 what's the address of the emergency department
call_81.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_185.mp3,Colorado Springs 911 this is Lori what is the address of your emergency 4202 Mallard Circle two men have this cough medicine trying to get in my house can you repeat that address for me 4202 Marlowe
call_397.mp3,Jefferson County 911 911.00
call_533.mp3,March 15th 2009 the time 1:43 p.m. airplane I think The Townhouse Restaurant Sunday March 15th 2000 p.m. Sunday March 15th 2000 p.m. Sunday March 15th 2000 p.m. today
call_307.mp3,Transcription service error: recognition request failed: Bad Request
call_61.mp3,Transcription service error: recognition request failed: Bad Request
call_167.mp3,911 where is your emergency OK Google
call_134.mp3,911
call_281.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_631.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_16.mp3,Charlie Charlie Google
call_8.mp3,hello hello is everything okay hi Mommy and Daddy I think there's a bullet on the floor and there's a there's blood coming out of my Dad's mouth and he fell off the bed yet what do you mean sweetheart I want you to do honey I want you to stay on the phone with me what is your name that's a very pretty name
call_743.mp3,Transcription service error: recognition request failed: Bad Request
call_230.mp3,Transcription service error: recognition request failed: Bad Request
call_617.mp3,911 emergency
call_377.mp3,Transcription service error: recognition request failed: Bad Request
call_415.mp3,911 West Street
call_367.mp3,Norman Avenue
call_398.mp3,9114 hello yes what was your question this is 911 do you need 911
call_282.mp3,Could not understand audio
call_417.mp3,Transcription service error: recognition request failed: Bad Request
call_460.mp3,911 911 what's your emergency hello what is your emergency room OK Google
call_611.mp3,911 which emergency I understand where you are what room are you in I think okay okay okay okay okay listen to me listen to me carefully are you on the water side period
call_108.mp3,2011 at 10:57 on channel 2911
call_142.mp3,Transcription service error: recognition request failed: Bad Request
call_669.mp3,Transcription service error: recognition request failed: Bad Request
call_730.mp3,State Police I'm in the building
call_456.mp3,Transcription service error: recognition request failed: Bad Request
call_458.mp3,Douglas County 911 what's the address of the emergency yes ma'am I just shot my daughter and shot all my grandkids and I'll be sitting on my step and then when you get here I'm going to shoot myself 2550 North West 25th Terrace downstairs
call_548.mp3,911 emergency assistance I'd like to have an officer from to 4850 Capitola Road Animal Hospital
call_625.mp3,emergency emergency and go back and see if they need help period
call_250.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_683.mp3,1906 West Galbraith Tom's liquor store there's a fight broke out in the liquor store there's a customer holding him back you guys need to send someone OK Google
call_294.mp3,spell five 2013 12/54 20995 April 2000
call_707.mp3,California be recorded I'm in Groveland and there's four coyotes following me okay thank you Google
call_2.mp3,220 2006 at 5:59 p.m. my mom house
call_271.mp3,Transcription service error: recognition request failed: Bad Request
call_28.mp3,play some personal information from the following 911 call you will hear tell him where the information has been removed I think I'm having an overdose hey Google
call_340.mp3,Transcription service error: recognition request failed: Bad Request
call_388.mp3,911 theaters what's happening I have someone here that I need to be arrested in my home they're there right now a 3-year-old that have you reported that I'm trying to do that now man what did the person do that when did she do that on the 3 0 t
call_436.mp3,Transcription service error: recognition request failed: Bad Request
call_641.mp3,Transcription service error: recognition request failed: Bad Request
call_607.mp3,station recorded on August 16th 2009 at 1910 on channel 12
call_354.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_216.mp3,911 what is your emergency emergency
call_289.mp3,911 what's the address of the emergency ice 1313 Esther Drive Boulder City Nevada okay and what phone number are you calling from 259-8979 and what's the problem tell me exactly what happened I work for Las Vegas Nevada
call_118.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_471.mp3,dead man at the park at 31st Avenue and Belmont Street Chicago
call_233.mp3,911 hi my girlfriend just pulled up and there's a guy that pull up the truck behind everything he has a gun what's the address 914 Stevens Street Jesup Iowa I mean they're arguing about a truck okay hold on just a second and it was your girlfriend is in the truck is it it looks like a Chevy Silverado
call_140.mp3,Transcription service error: recognition request failed: Bad Request
call_382.mp3,Metro 911 West location of your emergency 1110 Fountain Farm Road Felton Farm Road what's the problem man our little boy stopped breathing and he's breathing now know he's not okay do you want to do CPR do you know how to do it hold on just a minute
call_426.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_217.mp3,911 police fire ambulance I think we need the police at the Walmart Supercenter in Muskogee have some guy who works now he's got a gun and he's telling people to stay back way back now Walmart Supercenter in here in Muskogee Walmart
call_248.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_114.mp3,2011 the time 10:13 a.m.
call_555.mp3,emergency 911 there is a guy with a gun in the Casey's name and which Casey's how do you know that he has a gun or a gunman South Carolina directions
call_590.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_612.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_516.mp3,I'll be fine
call_278.mp3,first 2013 the time 11:20 4:00 a.m. OK Google
call_433.mp3,call 911
call_579.mp3,Springs Police Department is Crystal how can I help you I'm at Main Street in Colorado Springs Colorado okay do you know what's 1966
call_503.mp3,check stubs or a letter from the school you know saying that I'll be subbing or whatever I'm sorry OK Google
call_63.mp3,Transcription service error: recognition request failed: Bad Request
call_564.mp3,10296
call_106.mp3,Transcription service error: recognition request failed: Bad Request
call_606.mp3,612 550 899
call_231.mp3,I don't understand what you're saying you got to stop streaming what's the address 7919 Southeast 701
call_300.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_76.mp3,911 where is your emergency room on
call_563.mp3,501 where's your emergency Avenue period
call_345.mp3,Transcription service error: recognition request failed: Bad Request
call_390.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_34.mp3,what's the phone number for Lowe's at 3:45 okay all right DC emergency 911 6751 King Avenue
call_335.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_675.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_175.mp3,Transcription service error: recognition request failed: Bad Request
call_554.mp3,Transcription service error: recognition request failed: Bad Request
call_50.mp3,Transcription service error: recognition request failed: Bad Request
call_20.mp3,no I get out of the house tomorrow
call_416.mp3,Transcription service error: recognition request failed: Bad Request
call_252.mp3,916 Regency Club 11245
call_327.mp3,definition of 911 what is the address of the emergency OK Google hey Google is there any serious bleeding what part of the body was injured I don't know I don't know okay and I feel good I'm going to tell you how to control the bleeding do not use a tour guide you let me know when you're ready hey Google listen to me get a clean dry clothing can you help me out OK Google OK Google okay I'll see you later okay I think he said in his legs I don't know you got a cloth a towel yeah ok
call_127.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_225.mp3,"42,012,219 0845 period"
call_722.mp3,Transcription service error: recognition request failed: Bad Request
call_493.mp3,911 what's the address of the emergency 911 what's the address of the emergency hello this is 9117 West 30th Street Chicago
call_576.mp3,501 Union Place by ambulance I need you to please call my brother's drunk and he took out a knife please come now is it has he cut anybody man she's coming home before Christmas
call_691.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_288.mp3,61177
call_169.mp3,what's the address of the emergency please come home what's your address 1725 Southwest 8th Street 1 7 5 5
call_172.mp3,Sunday September 4th 2011 at 16 hours 13 minutes and 52 seconds
call_262.mp3,August 4th 2012 at 2043 on channel 10 news
call_394.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_682.mp3,911 where is your emergency 911
call_353.mp3,OK Google
call_13.mp3,911 emergency services
call_583.mp3,Transcription service error: recognition request failed: Bad Request
call_171.mp3,Could not understand audio
call_673.mp3,what's your name
call_632.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_686.mp3,6600 Sea Harbor Drive and where is the patient located so we don't know what's going on we were just told to call and have people here on standby when they get the Personnel problems SeaWorld
call_31.mp3,911 Northeast of your emergency department at the sheriff's department building in Lancaster County and do you see the person Street
call_549.mp3,911 ambulance because my single lady she was yelling for help so I'm going to look like she had a blood all over 37885 Highway 79 South Carolina houses already called I need information
call_264.mp3,go to
call_571.mp3,911 West emergency department where are you ok Google
call_297.mp3,Manatee County 911 what is the address of the United States
call_113.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_724.mp3,my brother killed my brother I heard the street name so I can hear you brother I need to find out what's going on at this house family dentist
call_95.mp3,911 what's the address for emergency services
call_221.mp3,Transcription service error: recognition request failed: Bad Request
call_619.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_238.mp3,Transcription service error: recognition request failed: Bad Request
call_488.mp3,Justin Bieber
call_528.mp3,Berkeley County 911 Washington emergency at 701 buckthorne Circle and he is wrestling us to get in my house he said he's outside my house ringing my doorbell at the door locked yes yes please stop the timer period
call_742.mp3,9114
call_349.mp3,2430
call_401.mp3,Could not understand audio
call_213.mp3,911 what city is your emergency room what is the address 763 South 475 East okay what's going on my
call_696.mp3,I need you
call_584.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_133.mp3,Transcription service error: recognition request failed: Bad Request
call_379.mp3,Transcription service error: recognition request failed: Bad Request
call_594.mp3,71911 what is the address of your emergency this is 711 horseshoe Loop and somebody has been shot the calling the police and an ambulance 711
call_208.mp3,Could not understand audio
call_389.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_352.mp3,911 is this an emergency you still here shots baseball
call_178.mp3,10 175 a.m. OK Google
call_275.mp3,Transcription service error: recognition request failed: Bad Request
call_543.mp3,the woman with the address of your emergency Apartments downstairs
call_122.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_73.mp3,911
call_527.mp3,Could not understand audio
call_393.mp3,205 a.m. 22 seconds August 18th 2008 OK Google 307 a.m. 23 seconds August 18th 2000
call_83.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_232.mp3,Could not understand audio
call_487.mp3,Transcription service error: recognition request failed: Bad Request
call_391.mp3,90230
call_25.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_90.mp3,Shreveport Police Department in 183355
call_196.mp3,Could not understand audio
call_19.mp3,911 what is the address of the emergency drive and where are you I don't know are you in Loveland OK Google hey Google
call_434.mp3,Transcription service error: recognition request failed: Bad Request
call_476.mp3,OK Google hey Google
call_700.mp3,you're welcome
call_693.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_102.mp3,Transcription service error: recognition request failed: Bad Request
call_99.mp3,901 West University Hospital
call_263.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_203.mp3,911 what's your emergency hello hello hello hello hello hi hello do you have an emergency hello where are you on the emergency hotline who are you what's your name my name is Elaine's boyfriend are you going to
call_139.mp3,fishing Police Department have you had any reports on one and I'll make sure I have it how old is he for okay what's your address 722 East 3rd do you know what he was wearing no I don't know who's his mother's day what's his name what's his mom does she have a cell phone number 722 Eastern Avenue
call_320.mp3,91134 Medical
call_550.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_702.mp3,who recorded on November 15th 2009 at 23 15 on channel 264 25295 3435 Clark Road 3435
call_605.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_585.mp3,911.00
call_331.mp3,55204
call_545.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_372.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_506.mp3,"Error processing file: Decoding failed. ffmpeg returned error code: 1

Output from ffmpeg/avlib:

ffmpeg version 4.4.2-0ubuntu0.22.04.1 Copyright (c) 2000-2021 the FFmpeg developers
  built with gcc 11 (Ubuntu 11.2.0-19ubuntu1)
  configuration: --prefix=/usr --extra-version=0ubuntu0.22.04.1 --toolchain=hardened --libdir=/usr/lib/x86_64-linux-gnu --incdir=/usr/include/x86_64-linux-gnu --arch=amd64 --enable-gpl --disable-stripping --enable-gnutls --enable-ladspa --enable-libaom --enable-libass --enable-libbluray --enable-libbs2b --enable-libcaca --enable-libcdio --enable-libcodec2 --enable-libdav1d --enable-libflite --enable-libfontconfig --enable-libfreetype --enable-libfribidi --enable-libgme --enable-libgsm --enable-libjack --enable-libmp3lame --enable-libmysofa --enable-libopenjpeg --enable-libopenmpt --enable-libopus --enable-libpulse --enable-librabbitmq --enable-librubberband --enable-libshine --enable-libsnappy --enable-libsoxr --enable-libspeex --enable-libsrt --enable-libssh --enable-libtheora --enable-libtwolame --enable-libvidstab --enable-libvorbis --enable-libvpx --enable-libwebp --enable-libx265 --enable-libxml2 --enable-libxvid --enable-libzimg --enable-libzmq --enable-libzvbi --enable-lv2 --enable-omx --enable-openal --enable-opencl --enable-opengl --enable-sdl2 --enable-pocketsphinx --enable-librsvg --enable-libmfx --enable-libdc1394 --enable-libdrm --enable-libiec61883 --enable-chromaprint --enable-frei0r --enable-libx264 --enable-shared
  libavutil      56. 70.100 / 56. 70.100
  libavcodec     58.134.100 / 58.134.100
  libavformat    58. 76.100 / 58. 76.100
  libavdevice    58. 13.100 / 58. 13.100
  libavfilter     7.110.100 /  7.110.100
  libswscale      5.  9.100 /  5.  9.100
  libswresample   3.  9.100 /  3.  9.100
  libpostproc    55.  9.100 / 55.  9.100
[mp3 @ 0x55e9e86d8000] Failed to read frame size: Could not seek to 6246.
/root/.cache/kagglehub/datasets/louisteitelbaum/911-recordings/versions/1/911_recordings/call_506.mp3: Invalid argument
"
call_39.mp3,911 where is your emergency I'm sorry I'm actually on Monday I want to kill myself in what type of a crime to be honest with you I don't know what they're calling and I got drunk and I asked somebody phone 19 Wheeler Avenue
call_329.mp3,911 what is the emergency hello hello this is 911 do you have an emergency man hello hello hello hello hello hello hello hello hello hello hello Google
call_291.mp3,51 p.m. 59 seconds May 6203
call_152.mp3,53911 West Virginia 4989 West 118th Court 495 18th Court and you think your house please period I have a lot of officers 3:30 p.m.
call_535.mp3,Could not understand audio
call_496.mp3,Could not understand audio
call_586.mp3,60 Seconds
call_168.mp3,sheriff's office in Chesnee help you got to fighting hey Google
call_537.mp3,set a reminder for and rescue what is the address of your emergency Northwest 6th Avenue and 8th Street 5th Avenue and 8th Street 6th Avenue 8th Street 81305 375-2977
call_578.mp3,Transcription service error: recognition request failed: Bad Request
call_404.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_687.mp3,911 emergency what is your emergency Valley Library
call_514.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_640.mp3,5517 Aurora Avenue 55175 55177 Southeast corner of the building
call_280.mp3,911 West University
call_469.mp3,penis this is 946 West Dallas Street Number 6 EMS CAD 5 tell me exactly what happened but my husband his eyes are rolling back and he's just not breathing right baby I need somebody else okay it's his breathing completely normal change of heart problems the paramedics like I said are already on their way to help you now I want you to stay on the line with me I'm going to tell you exactly what to do next okay all right are you right by him now I want you to lay him flat on his back and remove any pillows and release remove pillows don't have anything under his head okay tell me when you got that done now I want you to place one hand on his forehead okay your other hand under his neck to his mouth can you still feel here can you still feel or hear any breathing okay not at all okay baby okay listen carefully I'm going to tell you how to do compression is okay in the center of the chest right between the nipples I want you to pump the chest hard and fast at least twice for a second and 2 inches 600 times or until he can take over I want you to count out loud so I can count with you okay do you understand that one hand on top of the other right over the breastbone in the center of his chest okay three four five six seven eight nine 10 keep going to count out loud so I can tell how much are you doing you still need to pump his chest okay okay okay okay okay okay okay okay I'm sorry you still have to pump his chest okay this is breathing is not right okay I'm going I'm going on their way I know it seems like it's been a long time but it's only been a couple minutes okay keep going until they can take over with you okay okay okay so when they pull up I'll have you go unlock your front door but until then you keep pumping his chest okay okay okay okay that's okay that's good that means that he's still struggling okay but he's not breathing right something going on okay
call_337.mp3,911 where is your emergency Financial
call_35.mp3,Transcription service error: recognition request failed: Bad Request
call_677.mp3,please emergency what's the address what's your name is any other kind of weapons did you see any other kind of weapons know can you see them right now thank you Google Assistant
call_409.mp3,Transcription service error: recognition request failed: Bad Request
call_136.mp3,15 200 111 959.20 p.m. 2150
call_478.mp3,911 emergency come to my house right away my daughter boyfriend his hair is is in a room and he has a gun I don't have a restraining order out on the money is not supposed to be here anything or apartment anymore
call_132.mp3,level 8:00 p.m. 45 seconds March 31201 1st place in your house in the morning 12:09 p.m. 46 seconds March 3121 12:10 p.m. 17 seconds
call_709.mp3,Could not understand audio
call_147.mp3,sorry no 911 to 1219 South Reno okay what's going on there's a guy who stayed with me last night and he's not responding to me and he takes pain pills and he's not responding to me is he breathing I don't think so okay what is your first name my name is JT call Austin Texas
call_126.mp3,911
call_479.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_55.mp3,OK Google
call_91.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_539.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_547.mp3,Westchester 911 hey this is James on pharmaceutical at the Walgreens on Tylersville Road and Cincinnati Dayton Road and we just got robbed okay what they look like we will have it on video camera gentleman about 6 ft 2 short hair white glasses in Gray sweatpants
call_678.mp3,no longer is your emergency vehicle with a Transformer go ahead are you at 5:00 yeah yeah ok Google
call_240.mp3,911 race emergency message
call_494.mp3,appointment just crashed into the into the Hudson River a us are big DC 9 or 10 is crashed into the Hudson River about oh my gosh oh my God it was a big thing I heard a Big Bang Theory Avenue
call_413.mp3,the police
call_407.mp3,911 what is your emergency center the address is 4037 North West Bloomington Road Unit 10 B at Oak Tree Village Elementary
call_623.mp3,10109 my name is Steven Rodgers and I just had to shoot my dad okay where are you at 9280 Route 60 North New London Ohio 448512.00
call_268.mp3,911 a heart attack CPR on the hill okay I'm going to tell you what to do okay are you right next to him yeah okay expose his chest exposes chest nail by his side right between the nipples 2345669 1920 21 222 202 251 301 23467 13 147 179 192 219 11:00 12:13 71718 1 9 2 2
call_593.mp3,911 where is your emergency driving a Jeep Cherokee or a Jeep with bread and it's like number is yrs 4812 and he's going West on Patton Avenue
call_714.mp3,Transcription service error: recognition request failed: Bad Request
call_237.mp3,Transcription service error: recognition request failed: Bad Request
call_360.mp3,3923 seconds February 8th 2008 from 2823
call_267.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_502.mp3,Transcription service error: recognition request failed: Bad Request
call_369.mp3,Sycamore and drops Bradshaw Sycamore land is on the ground can you tell if he's breathing he's not breathing how old is he looks pretty can you get close to him next to him and I want you to mail next to him now can you play Sugarland
call_187.mp3,Transcription service error: recognition request failed: Bad Request
call_597.mp3,DeKalb 911 what's the address of your emergency in the news recently about being on in a hotel naked and I have Paparazzi outside my window and I was told by law enforcement that if I did to call 911
call_658.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_705.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_538.mp3,14 reference possible signal 20s headed to the area of East University East University from Castaic Road signal 95 for a extended cab white Chevy Silverado period 1651 East University
call_341.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_129.mp3,Transcription service error: recognition request failed: Bad Request
call_726.mp3,I can't find my son what is your address at the house in Chandler how old is your son and three how long have you not seen him I want to see like 30 or 40 minutes late from what I can tell the only shoes he comes up tomorrow 3:50 period any medical problems that he has no no no no no no he's completely I'm just concerned that you check that backyard in the pool so there's a fence around the pool oh yeah we've got like a special door that's got two handles have two people to unlock an order to get out one more time and he can't touch either one of them where are you at now April 25th really like that are you calling his name I was just trying not to lose it right now I know honey I know you're doing a great job okay we're going to help you find him already in the area he's doing the area check so he's looking for the description that you gave me so he's driving around outside let's go back to the backyard okay let's just check that backyard okay I have no idea I want you to check that out okay period I want to make sure that I'm asking you to do it again that we're doing it again you looked inside the police look all the way around you can't see anything he's going to take care of you okay all right thank you you're welcome
call_648.mp3,hello hello hello my name is Summer sugar
call_210.mp3,911 what is your emergency hospital
call_330.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_246.mp3,Transcription service error: recognition request failed: Bad Request
call_485.mp3,911 ambulance immediately at 18 Victoria Circle we have a gunshot wound accidental in the household 34091
call_186.mp3,Transcription service error: recognition request failed: Bad Request
call_162.mp3,Hanover County location of emergency 338
call_323.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_38.mp3,Could not understand audio
call_467.mp3,311
call_405.mp3,Could not understand audio
call_346.mp3,Transcription service error: recognition request failed: Bad Request
call_635.mp3,hey Google
call_48.mp3,Transcription service error: recognition request failed: Bad Request
call_117.mp3,Catawba County 911
call_567.mp3,911 where's your emergency 5181 review Road
call_111.mp3,Transcription service error: recognition request failed: Bad Request
call_575.mp3,905 dennery Lane how old is your mom 95 OK Google
call_719.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_603.mp3,911 where is your emergency two houses on fire tonight and I killed my girlfriend excuse me did you hear me I want you to repeat it and where this occur at 8 6 6
call_454.mp3,Transcription service error: recognition request failed: Bad Request
call_380.mp3,Transcription service error: recognition request failed: Bad Request
call_580.mp3,what is the address of your emergency and at what city is it in Arizona
call_286.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_428.mp3,Play Fire Medical
call_109.mp3,Transcription service error: recognition request failed: Bad Request
call_671.mp3,January 26th 2016 Nissan
call_529.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_220.mp3,what's your emergency emergency
call_138.mp3,yes I need an ambulance I'm on Hearthstone Center Florida
call_314.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_204.mp3,Charlotte 911 Snavely do you need police fire or medic where do you need police 3930 Ray Road
call_381.mp3,need some help in here 9115
call_655.mp3,10582 75th Street a small child in the front refusing to yield time North Carolina 8 6
call_295.mp3,91139 Westchester
call_489.mp3,9111 West address to the emergency room
call_667.mp3,120 2010 at 1:34 p.m. 45 seconds 3400 block of Highway Drive Southeast Highway
call_421.mp3,7911 what is your emergency my girlfriend 7251
call_713.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_602.mp3,911 there's a robbery one Brighton what kind of robbery do you mean those people trying to break in my house please cancel going
call_260.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_322.mp3,91 emergency 911
call_303.mp3,Transcription service error: recognition request failed: Bad Request
call_515.mp3,OK Google OK Google OK Google
call_553.mp3,what's the address of your emergency go ahead honey go ahead and tell the lady what's going on okay hello hello 1480 863 1463 14639.00
call_150.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_245.mp3,911 what are you reporting Roosevelt in 59 to Cafe Racer there's been a shooting somebody came in and shot a bunch of people I'm hiding in the bathroom how many people okay just a second did you see the person that did it so I did not go in the back and sir I need to know what's the name of the place Cafe Seattle
call_56.mp3,911 what's the address for your emergency the address is 1160 Ray Road we have a baby missing out of a crib 1160 Rea Road yes ma'am okay do you know who might have taken her no ma'am my daughter how old is she she's 11 years old
call_600.mp3,search emergency my girlfriend just jumped off the balcony of our hotel rooms okay she's suicidal I don't know I don't know he was okay for the paramedics to stay on the phone okay oh my God 87016 334
call_364.mp3,Sunrise 911 where is your emergency police station
call_408.mp3,1019 2006 at 3:57 a.m. 911 can you put the gun down for me to do that period
call_505.mp3,OK Google
call_442.mp3,we just witnessed a shooting on 3rd Avenue in Nickerson 3rd and Nickerson how many minutes ago was it 1237 West 3rd Avenue West 3rd Avenue radio
call_375.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_561.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_304.mp3,911 what's your emergency yes we're at the pool and I have a little girl that says she's drowning CPR right now play pool swimming pool open Google
call_384.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_257.mp3,1991 what is the address to emergency our address is I don't know 905 Dupont Road airport right now period
call_284.mp3,Transcription service error: recognition request failed: Bad Request
call_209.mp3,hi this is the Naperville police and fire department did you call 911 OK Google 911 Highway will be there I'm sorry say that again
call_356.mp3,what's your address I need you to answer these questions answers
call_708.mp3,911 North Kansas City Missouri
call_37.mp3,Transcription service error: recognition request failed: Bad Request
call_86.mp3,Transcription service error: recognition request failed: Bad Request
call_149.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_310.mp3,come on Google
call_613.mp3,Transcription service error: recognition connection failed: [Errno 32] Broken pipe
call_211.mp3,disrespect me help you I'm sorry what happened what is your address where are your parents can you tell me are they still breathing Ryan do you know what they're still alive you don't want to talk to me anymore do you have any animals do you have any dogs don't do that please don't hang up on me
call_312.mp3,91111 Sandra the emergency emergency
call_385.mp3,Transcription service error: recognition request failed: Bad Request
call_52.mp3,I don't know who it was but they killed everybody here except for my my sister and my brother and me what's your name Matthew Pete where are you at 3:07
call_371.mp3,Transcription service error: recognition request failed: Bad Request
call_355.mp3,what is your name what is your name Google tell me what happened to myself comma
